RowNumber,Country,Region - Broad,Region - Specific,Data_Protection_Law,Data_Protection_Law_Source,DPA_Independence,DPA_Independence_Source,Children_Data_Safeguards,Children_Data_Safeguards_Source,COP_Strategy,COP_Strategy_Source,SOGI_Sensitive_Data,SOGI_Sensitive_Data_Source,LGBTQ_Legal_Status,LGBTQ_Legal_Status_Source,Promotion_Propaganda_Offences,Promotion_Propaganda_Offences_Source,AI_Policy_Status,AI_Policy_Status_Source,DPIA_Required_High_Risk_AI,DPIA_Required_High_Risk_AI_Source,SIM_Biometric_ID_Linkage,SIM_Biometric_ID_Linkage_Source,DP,DI,CD,CS,SD,LS,PO,AI,HR,ID,protection_index,Risk_index,region_norm,RowNumber.1,OLD_MAX,OLD_MIN,OLD_MAX - OLD_MIN,NEW_MAX,NEW_MIN,NEW_MAX-NEW_MIN
74,Guyana,Americas,CARICOM,"Draft (bills pending, no comprehensive law)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (general child rights provisions),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/guyana/,No,https://www.unicef.org/guyana/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Legal (decriminalised, 2018 CCJ ruling; no partnerships)",https://www.humandignitytrust.org/country-profile/guyana/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=GY; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (mandatory SIM registration with ID),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,74,,,,,,
75,Haiti,Americas,CARICOM,Draft (privacy bills pending),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/haiti/,No,https://www.unicef.org/haiti/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (no criminalisation; no marriage equality),https://www.humandignitytrust.org/country-profile/haiti/; https://ilga.org/ilga-world-maps/,Proposed/Unclear (anti-LGBTQ bills attempted),https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=HT; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (SIM tied to national ID),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,75,,,,,,
86,Jamaica,Americas,CARICOM,"In force (Data Protection Act, 2020; not fully enforced)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak (Office of the Information Commissioner developing),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (general child protections; no COP-specific law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/jamaica/,No,https://www.unicef.org/jamaica/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised (sodomy laws),https://www.humandignitytrust.org/country-profile/jamaica/; https://ilga.org/ilga-world-maps/,Yes (morality/public decency restrictions),https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=JM; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (mandatory SIM ID registration),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,86,,,,,,
146,Saint Kitts and Nevis,Americas,CARICOM,"Draft — Data Protection Bill introduced 2018, not yet enacted",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/saint-kitts-and-nevis/,No,https://www.unicef.org/saint-kitts-and-nevis/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal — High Court struck down sodomy law in 2022,https://www.humandignitytrust.org/country-profile/saint-kitts-and-nevis/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=KN; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Yes — SIM registration required, ID-based",https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,146,,,,,,
147,Saint Lucia,Americas,CARICOM,In force — Data Protection Act 2011 (not fully implemented),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak — not fully operational,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/saint-lucia/,No,https://www.unicef.org/saint-lucia/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal — sodomy law struck down 2022,https://www.humandignitytrust.org/country-profile/saint-lucia/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=LC; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,147,,,,,,
148,Saint Vincent and the Grenadines,Americas,CARICOM,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/saint-vincent-and-the-grenadines/,No,https://www.unicef.org/saint-vincent-and-the-grenadines/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal — sodomy law struck down 2022,https://www.humandignitytrust.org/country-profile/saint-vincent-and-the-grenadines/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=VC; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,148,,,,,,
168,Suriname,Americas,CARICOM,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/suriname/,No,https://www.unicef.org/suriname/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Legal — no criminalisation, but no recognition",https://www.humandignitytrust.org/country-profile/suriname/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=SR; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,168,,,,,,
178,Trinidad and Tobago,Americas,CARICOM,Partial — Data Protection Act 2011 (not fully proclaimed),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak — not fully operational,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/trinidad-and-tobago/,Partial,https://www.unicef.org/trinidad-and-tobago/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal — decriminalised in 2018,https://www.humandignitytrust.org/country-profile/trinidad-and-tobago/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Draft/Early — National ICT Plan includes AI,https://en.unesco.org/artificial-intelligence/observatory/policies?country=TT; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,178,,,,,,
8,Argentina,Americas,MERCOSUR,"In force (Law 25.326, draft bill to align with GDPR 2022)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate (AAIP under executive),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (Minors consent + national COP plan),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/argentina/,Partial (national COP initiatives with UNICEF/ITU),https://www.unicef.org/argentina/,Yes (explicit in law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (Equal Marriage Act 2010),https://www.humandignitytrust.org/country-profile/argentina/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,Draft/Early (Argentina AI Plan announced 2019; follow-up consultations),https://en.unesco.org/artificial-intelligence/observatory/policies?country=AR; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No (ID required; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,8,,,,,,
25,Brazil,Americas,MERCOSUR,"In force (Lei Geral de Proteção de Dados – LGPD, Law No. 13.709/2018)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Moderate (ANPD created under Presidency, autonomy strengthened 2022)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (LGPD + Child and Adolescent Statute protections),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/brazil/,Partial (programs with SaferNet and ITU; no unified COP strategy),https://www.unicef.org/brazil/,Yes (explicitly includes sexual orientation),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (same-sex marriage legal since 2013),https://www.humandignitytrust.org/country-profile/brazil/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,Adopted (Brazilian AI Strategy E-Digital 2021; updated in 2022),https://en.unesco.org/artificial-intelligence/observatory/policies?country=BR; https://www.unesco.org/ethics-ai/en/global-hub,Yes (LGPD Art. 38 DPIA requirement),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (biometric SIM registration increasingly required with facial/biometric KYC),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,25,,,,,,
135,Paraguay,Americas,MERCOSUR,Draft — bill pending,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/paraguay/,No,https://www.unicef.org/paraguay/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Legal — decriminalised 1989, no recognition",https://www.humandignitytrust.org/country-profile/paraguay/; https://ilga.org/ilga-world-maps/,Yes — media restrictions on LGBTQ content,https://ilga.org/ilga-world-maps/,Draft/Early — Digital Agenda 2020,https://en.unesco.org/artificial-intelligence/observatory/policies?country=PY; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,135,,,,,,
188,Uruguay,Americas,MERCOSUR,In force — Law No. 18.331,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/uruguay/,Partial,https://www.unicef.org/uruguay/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage,https://www.humandignitytrust.org/country-profile/uruguay/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Draft/Early — Uruguay AI plan,https://en.unesco.org/artificial-intelligence/observatory/policies?country=UY; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,188,,,,,,
36,Chile,Americas,Pacific Alliance,In force (Law No. 19.628 on Protection of Private Life; reform bill pending),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak (Council for Transparency has limited role; new DPA bill pending),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Partial (Child protection law; COP initiatives with UNICEF, but no standalone strategy)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/chile/,"Partial (government COP campaigns, UNICEF cooperation)",https://www.unicef.org/chile/,"Yes (sensitive data includes sexual orientation, gender identity in reform bill)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (same-sex marriage legal since 2022),https://www.humandignitytrust.org/country-profile/chile/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,Adopted (National AI Policy 2021),https://en.unesco.org/artificial-intelligence/observatory/policies?country=CL; https://www.unesco.org/ethics-ai/en/global-hub,No (not mandated yet),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"No (SIM requires ID, not biometrics)",https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,36,,,,,,
